acc,std,loss,tp,fp,tn,fn,hp
75.74081420898438,0.0,0.06131570413708687,1792.0,77.0,35357.0,3270.0,"[8, 5, 3, 0.5, 75, 0.01, 'mean_squared_error', 0.0]"
41.45665504038334,0.0,0.0847074631601572,896.0,38.5,35392.0,4165.5,"[32, 5, 3, 0.7, 50, 0.1, 'categorical_crossentropy', 0.6]"
45.242987324794136,0.0,0.09153789406021436,597.3333333333334,25.666666666666668,35403.666666666664,4464.0,"[8, 5, 3, 0.5, 25, 0.001, 'mean_squared_error', 0.0]"
52.51552481204271,0.0,0.08656339067965746,448.0,19.25,35409.5,4613.25,"[32, 3, 5, 0.3, 50, 0.01, 'mean_squared_error', 0.6]"
57.045022398233414,0.0,0.08069966584444047,1007.8,172.0,35256.4,4053.4,"[32, 7, 5, 0.7, 50, 0.01, 'mean_squared_error', 0.0]"
59.98235854009787,0.0,0.07673884121080239,1432.5,305.6666666666667,35122.5,3628.6666666666665,"[8, 3, 3, 0.7, 75, 0.01, 'mean_squared_error', 0.3]"
62.26110894765173,0.0,0.07418919035366603,1702.142857142857,350.57142857142856,35077.42857142857,3359.0,"[8, 7, 3, 0.7, 25, 0.001, 'mean_squared_error', 0.9]"
63.71083566918969,0.0,0.07144402945414186,1943.75,434.375,34993.5,3117.375,"[16, 3, 3, 0.7, 75, 0.01, 'mean_squared_error', 0.3]"
64.87572333878941,0.0,0.07098518270585272,1829.6666666666667,413.8888888888889,35013.88888888889,3231.4444444444443,"[8, 5, 3, 0.7, 25, 0.001, 'categorical_crossentropy', 0.3]"
65.90445227921009,0.0,0.06929554492235183,2007.4,486.8,34940.9,3053.7,"[32, 7, 3, 0.5, 25, 0.1, 'mean_squared_error', 0.0]"
75.56301951408386,0.0,0.049052946269512177,3707.0,1181.0,34253.0,1355.0,"[8, 5, 5, 0.3, 75, 0.01, 'categorical_crossentropy', 0.0]"
75.54084658622742,0.0,0.049175990745425224,3745.5,1199.0,34231.5,1316.0,"[32, 3, 5, 0.5, 75, 0.001, 'categorical_crossentropy', 0.6]"
75.70469975471497,0.0,0.04888660212357839,3770.3333333333335,1198.6666666666667,34230.666666666664,1291.0,"[16, 5, 3, 0.7, 50, 0.1, 'mean_squared_error', 0.9]"
